學號,10101學籍狀態,10102學籍狀態,10201學籍狀態,10202學籍狀態,10301學籍狀態,10302學籍狀態,10401學籍狀態,10402學籍狀態,10101期中預警科目,10102期中預警科目,10201期中預警科目,10202期中預警科目,10301期中預警科目,10302期中預警科目,10401期中預警科目,10402期中預警科目,10101期中預警學分數,10102期中預警學分數,10201期中預警學分數,10202期中預警學分數,10301期中預警學分數,10302期中預警學分數,10401期中預警學分數,10402期中預警學分數,大一憂鬱篩檢
410181036,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.詩選及習作; 2.行政法; ,-,-,-,1.修辭學; ,0,0,0,5,0,0,0,2,-
410181037,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,1.左傳; ,-,0,0,0,0,0,0,2,0,-
410181038,正常,正常,正常,正常,正常,正常,正常,正常,-,1.現代詩及習作; ,-,1.詩經; 2.詩選及習作; ,-,-,1.左傳; 2.現代小說及習作; ,-,0,2,0,4,0,0,4,0,-
410181039,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.歷代文選及習作; ,1.現代小說及習作; ,-,-,-,0,0,0,2,2,0,0,0,-
410181040,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410181041,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.佛學概論; ,-,-,-,1.昭明文選; ,1.昭明文選; ,0,0,2,0,0,0,2,2,-
410181042,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.佛學概論; ,1.詩選及習作; ,-,-,-,-,0,0,2,2,0,0,0,0,-
410181044,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,1.昭明文選; ,-,0,0,0,0,0,0,2,0,-
410181045,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410181046,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.中國文學史; ,1.詩選及習作; 2.經濟學; ,-,-,-,-,0,0,3,4,0,0,0,0,-
410181047,正常,正常,正常,正常,正常,正常,正常,正常,-,1.大學英文：英語聽講練習; ,1.歷代文選及習作; 2.中國文學史; ,-,1.中國文學史; ,1.體育：室內飛輪; ,1.詞選及習作; 2.藝術欣賞; 3.中國文學史; 4.中國思想史（二）; ,1.文心雕龍; 2.經學概論; ,0,1,5,0,3,0,10,5,-
410181048,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410181049,正常,正常,正常,正常,正常,正常,正常,正常,-,1.大學英文：英語聽講練習; ,1.體育：游泳; 2.歷代文選及習作; 3.詩經; 4.中國文學史; ,1.詩經; ,1.綠色科技與生活; 2.中國文學史; 3.中國思想史（一）; ,1.體育：游泳; 2.宋明理學; ,1.詞選及習作; 2.中國思想史（二）; 3.歷代文選及習作; ,1.應用文學; ,0,1,7,2,7,2,7,2,-
410181050,正常,正常,正常,正常,正常,正常,正常,正常,1.電腦文書處理及實習; ,1.套裝軟體及實習; 2.體育：高爾夫球; ,1.佛學概論; ,-,-,1.體育：游泳; ,-,-,2,2,2,0,0,0,0,0,-
410181051,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410181052,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182001,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,1.多媒體科技應用; ,-,-,0,0,0,0,0,2,0,0,★★★★ 亟需關懷
410182002,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,1.資訊管理; ,0,0,0,0,0,0,0,3,★★★ 需關懷
410182003,正常,正常,正常,正常,正常,正常,正常,正常,1.西洋文學概論; ,-,-,1.體育：桌球; ,1.體育：室內飛輪; ,1.臺灣史（二）; ,-,-,2,0,0,0,0,2,0,0,-
410182004,正常,正常,正常,正常,正常,正常,正常,正常,1.西洋文學概論; ,-,-,-,1.經濟學原理; ,-,-,-,2,0,0,0,4,0,0,0,-
410182005,正常,正常,正常,正常,正常,休學,正常,正常,1.發音練習; 2.進階文法與習作; 3.大一英文：進階閱讀; 4.英語字彙學; 5.國文：經典閱讀與詮釋; 6.文學作品導讀; ,1.文學作品導讀; 2.體育：網球; ,1.國文：經典閱讀與詮釋; 2.英國文學; ,1.全民國防教育軍事訓練課程：全民國防; 2.專業英語會話; 3.英文作文（１）; 4.國文：經典閱讀與詮釋; 5.英國文學; ,1.體育：桌球; ,-,1.學習策略與語言學習; 2.全民國防教育軍事訓練課程：國防科技; 3.運動導論; 4.哲學概論; 5.莎士比亞; ,-,13,2,5,11,0,0,10,0,-
410182006,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,★★★ 需關懷
410182007,正常,正常,正常,正常,正常,正常,正常,正常,1.文學作品導讀; 2.西洋文學概論; ,1.表演藝術賞析; 2.體育：網球; ,-,1.英文作文（１）; 2.生涯管理; 3.英國文學; ,1.體育：室內飛輪; 2.體育：桌球; 3.英文作文（２）; ,1.體育：太極拳; ,1.體育：室內飛輪; 2.當代英文小說; 3.英美詩歌選讀; 4.文化創意產業; 5.英語字彙學; ,1.英文作文（１）; 2.英美小說與改編評析; 3.美國文學(2); ,4,2,0,6,2,0,8,6,-
410182008,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182009,正常,正常,正常,正常,正常,正常,正常,正常,1.西洋文學概論; ,1.體育：網球; ,-,1.英國文學; ,1.歐洲聯盟：跨國法律與政策; ,-,-,-,2,0,0,2,2,0,0,0,★
410182010,正常,正常,正常,正常,正常,正常,正常,正常,1.西洋文學概論; ,1.體育：網球; ,-,-,1.體育：室內飛輪; ,-,-,-,2,0,0,0,0,0,0,0,-
410182011,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182012,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.體育：桌球; ,-,1.微積分; ,1.個體經濟學; ,-,0,0,0,0,0,3,3,0,-
410182013,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.作業管理; ,-,-,-,-,0,0,0,3,0,0,0,0,-
410182014,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.英國文學; ,-,1.英文作文（２）; ,1.英美詩歌選讀; ,-,0,0,0,2,0,2,2,0,-
410182015,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,★
410182016,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182017,正常,正常,正常,正常,正常,正常,正常,正常,1.西洋文學概論; ,-,-,1.英文作文（１）; ,1.英文作文（２）; ,-,-,-,2,0,0,2,2,0,0,0,-
410182018,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,1.會計學; 2.微積分; ,-,-,0,0,0,0,0,6,0,0,-
410182019,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.體育：室內飛輪; ,-,1.英美詩歌選讀; ,-,0,0,0,0,0,0,2,0,-
410182020,正常,正常,正常,正常,正常,正常,正常,正常,1.西洋文學概論; ,-,-,-,-,-,-,-,2,0,0,0,0,0,0,0,-
410182021,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182022,正常,正常,正常,正常,正常,正常,正常,正常,1.西洋文學概論; ,-,-,-,-,1.公共議題之經濟分析; ,-,1.西方音樂的軌跡; ,2,0,0,0,0,2,0,2,-
410182023,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.體育：桌球; ,1.體育：桌球; ,-,-,-,-,0,0,0,0,0,0,0,0,-
410182024,正常,正常,正常,正常,正常,正常,正常,正常,1.文學作品導讀; 2.西洋文學概論; ,-,-,-,1.表演藝術賞析; ,-,-,-,4,0,0,0,2,0,0,0,★
410182025,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182026,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,1.體育：游泳; ,-,0,0,0,0,0,0,0,0,-
410182027,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182028,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.英國文學; ,-,-,-,-,0,0,0,2,0,0,0,0,-
410182029,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182030,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182031,正常,正常,正常,正常,正常,正常,休學,正常,1.西洋文學概論; ,-,-,-,-,-,-,-,2,0,0,0,0,0,0,0,-
410182032,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182033,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182034,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182035,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.體育：桌球; ,-,-,-,-,0,0,0,0,0,0,0,0,-
410182036,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.體育：桌球; ,-,-,-,-,0,0,0,0,0,0,0,0,-
410182037,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.英國文學; ,1.職場軟實力; ,-,-,-,-,0,0,2,2,0,0,0,0,-
410182038,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182039,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182040,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,★
410182041,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182042,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.體育：室內飛輪; ,1.體育：室內飛輪; ,-,-,0,0,0,0,0,0,0,0,-
410182043,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182044,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182045,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,1.行政學; ,-,0,0,0,0,0,0,3,0,-
410182046,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182047,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182048,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182049,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182050,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182051,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182052,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182053,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410182054,正常,正常,正常,正常,正常,休學,休學,休學,1.西洋文學概論; ,-,1.英國文學; ,-,1.體育：桌球; ,-,-,-,2,0,2,0,0,0,0,0,-
410183016,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,1.高級會計學; ,-,0,0,0,0,0,0,3,0,-
410183027,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410183040,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.社會工作概論; 2.社會福利概論; ,-,-,-,-,-,0,0,5,0,0,0,0,0,-
410184005,正常,正常,正常,正常,正常,正常,正常,正常,1.運動生理學; 2.會計學; ,1.國文：經典閱讀與詮釋; 2.游泳（一）; 3.行銷管理; ,1.社會思想史; 2.社會統計實習; ,1.體育：羽球; ,1.消費與社會; 2.社會心理學; 3.表演藝術賞析; ,1.障礙與社會; 2.性別與社會工作; ,1.體育：羽球; 2.服務學習與個人成長; 3.簡報製作與溝通; ,1.西方音樂的軌跡; 2.男性研究; ,6,7,4,0,8,6,4,5,-
410185006,正常,正常,正常,正常,正常,正常,正常,正常,1.計算機程式設計; ,1.物件導向程式設計; 2.線性代數; ,1.人口變遷與經濟議題; ,-,-,-,1.詞選及習作; 2.中國文學史; 3.聲韻學; ,1.人文科學的標誌語言; 2.文心雕龍; 3.修辭學; ,3,6,2,0,0,0,8,7,-
410185054,正常,正常,正常,正常,正常,正常,正常,正常,1.離散數學; 2.微積分; 3.計算機概論; 4.計算機程式設計; ,1.物理學; 2.物件導向程式設計; 3.線性代數; ,1.電子電路; 2.數位系統實驗; 3.微算機與組合語言; 4.資料結構; ,1.體育：羽球; 2.電子電路實驗; 3.線性代數; 4.大學英文; ,-,1.工程倫理; ,1.詞選及習作; 2.聲韻學; ,1.人文科學的標誌語言; 2.大學英文; ,12,9,10,6,0,1,5,4,-
49874297,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49874499,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49877196,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49877197,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49879193,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49881088,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49881089,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49882097,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49974298,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49974299,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49974499,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49977199,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49979188,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49979189,正常,正常,正常,正常,正常,正常,正常,正常,1.經濟學; ,-,-,-,-,-,-,-,3,0,0,0,0,0,0,0,-
49979190,正常,正常,正常,正常,正常,正常,正常,正常,1.經濟學; ,-,-,-,-,-,-,-,3,0,0,0,0,0,0,0,-
49979191,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49979192,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49979194,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49979195,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49979196,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49979197,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49979198,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49981074,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49981075,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49981076,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49981077,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49982054,正常,正常,正常,正常,正常,-,-,-,-,-,-,1.西洋古典音樂賞析; ,-,-,-,-,0,0,0,2,0,0,0,0,-
49982055,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49982056,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49982057,正常,正常,正常,正常,正常,正常,-,-,1.計算機概論; 2.國文：經典閱讀與詮釋; 3.視譯; ,1.大一英文：進階閱讀; ,1.體育：室內飛輪; ,1.英文作文（２）; 2.英語語音學; 3.體育：游泳; 4.體育：室內飛輪; ,1.當代英文小說; 2.體育：網球; 3.英文動詞的形與意; 4.體育：網球; 5.英語字彙學; ,1.體育：網球; 2.英語字彙學; ,-,-,8,2,0,4,6,2,0,0,-
49982058,正常,正常,休學,休學,休學,休學,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49982059,正常,正常,正常,正常,-,-,-,-,-,-,1.國際經濟學; ,1.國際經濟學; ,-,-,-,-,0,0,2,2,0,0,0,0,-
49982060,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49982061,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,1.英美小說與改編評析; ,-,-,-,0,0,0,0,2,0,0,0,-
49982098,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
49983099,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
